Source,Target,Type,Weight,Timeset
0x2f1f171108a1f9f5b5c95b402c24b1a642a30fbd,0x29900c91b8a0ceb1fbf0e32230e496b3d457827e,Directed,119.393609214,2021-07-22T20:28:21
0xc50f37305fa2e0ed2f8fe02c09738128f5ab18a7,0xc930830064ca8d752cecb3373197ce8673b21c22,Directed,111.299127234,2021-07-22T20:28:21
0x74daf8b664a5769c6bb490965e97b22b5b216fd3,0xa848e0a67ddbe7c3d62c578cc1a6873af140dfd7,Directed,111.299127234,2021-07-22T20:28:21
0xdc49b03f8c565494b3f5608b7b0edb322e0de476,0x29900c91b8a0ceb1fbf0e32230e496b3d457827e,Directed,121.21486766,2021-07-22T20:28:21
0x308bff328370fc4a9683ab9fcd79a21be6dc5ee4,0xde67c92c7281de52097880412ea2dc2f85e578a6,Directed,119.393609214,2021-07-22T20:28:21
0xf266ec07bced0c64514dc0f7ab1bbc56dc2aff9c,0x4bd824e420f205a83eab91875eba1f7387f7516b,Directed,121.417229709,2021-07-22T20:28:31
0x7911670881a81f8410d06053d7b3c237ce77b9b4,0x616ed054e0e0fdbfcad3fa2f42daed3d7d4ee448,Directed,107.251886243,2021-07-22T20:28:31
0x785267ce6a41da1943da6054e619d8686e2e62d3,0xbafae6afa1f7b0001860f627354130c859031b76,Directed,103.609369352,2021-07-22T20:28:31
0x7911670881a81f8410d06053d7b3c237ce77b9b4,0xb3e33b5ab0366c4be40641efecfa5c5dab5a91e5,Directed,111.299127234,2021-07-22T20:28:31
0x308bff328370fc4a9683ab9fcd79a21be6dc5ee4,0x00b4d49660eef45dd5513f863eb915fb913f6549,Directed,119.393609214,2021-07-22T20:29:10
0x74daf8b664a5769c6bb490965e97b22b5b216fd3,0x29900c91b8a0ceb1fbf0e32230e496b3d457827e,Directed,111.299127234,2021-07-22T20:29:10
0x179d872918135cd08122a16f7e2d52ddc8db739d,0x290420874bf65691b98b67d042c06bbc31f85f11,Directed,116.358178471,2021-07-22T20:29:15
0x48a6ceabf9998f11d97c304a4d38e7743da4c9d4,0x290420874bf65691b98b67d042c06bbc31f85f11,Directed,117.369988719,2021-07-22T20:29:30
0x179d872918135cd08122a16f7e2d52ddc8db739d,0xb5e3ff0e677c4cc1d174699d989b5619b10d2143,Directed,111.299127234,2021-07-22T20:29:41
0x48a6ceabf9998f11d97c304a4d38e7743da4c9d4,0x4a5dc87a3bfcba0e4c80de492c3f3af1cf06990c,Directed,111.299127234,2021-07-22T20:29:41
0x785267ce6a41da1943da6054e619d8686e2e62d3,0x8ab83d869f2bc250b781d26f6584fd5c562fdd9d,Directed,112.310937481,2021-07-22T20:29:56
